item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q101093410,Benediction,2021 film directed by Terence Davies,Benediction,film del 2021 diretto da Terence Davies,Films,entity
Q101094418,Life Goes On,2020 single by BTS,Life Goes On,singolo dei BTS del 2020,Films,entity
Q101094463,Spell,2020 film by Mark Tonderai,Spell - Maleficio,film del 2020 diretto da Mark Tonderai,Films,entity
Q101112656,The Brutalist,2024 film directed by Brady Corbet,The Brutalist,film del 2024 diretto da Brady Corbet,Films,entity
Q101118037,Finding You,2021 film directed by Brian Baugh,Quello che non so di te,film del 2021 diretto da Brian Baugh,Films,entity
Q101118878,The Virtuoso,2021 film directed by Nick Stagliano,Sicario - Ultimo incarico,film del 2021 diretto da Nick Stagliano,Films,entity
Q101144878,Christmas Wonderland,2018 television film directed by Sean Olson,Christmas Wonderland,film televisivo del 2018 diretto da Sean Olson,Films,entity
Q1011848,Gone Nutty,2002 film by Carlos Saldanha,Gone Nutty,cortometraggio d'animazione del 2002 diretto da Carlos Saldanha,Films,entity
Q101189695,The Dagger of Kamui,"adventure novel by Tetsu Yano, or an animated film adapted from it",La spada dei Kamui,film d'animazione del 1985 diretto da Rintarō,Films,entity
Q1012216,Gorillas in the Mist,1988 film directed by Michael Apted,Gorilla nella nebbia,film del 1988 diretto da Michael Apted,Films,entity
Q101223485,How To Die Young in Manila,short film directed by Petersen Vargas,How to Die Young in Manila,cortometraggio,Films,entity
Q101229556,Orphan: First Kill,2022 film directed by William Brent Bell,Orphan: First Kill,film del 2022 diretto da William Brent Bell,Films,entity
Q101229791,Maldoror,film directed by Alberto Cavallone,Maldoror,film del 1977 diretto da Alberto Cavallone,Films,entity
Q101244436,American Fever,1978 film directed by Claudio De Molinis,American Fever,film italiano del 1978,Films,entity
Q101244958,The Great Alaskan Race,2019 film directed by Brian Presley,Balto e Togo - La leggenda,film del 2020 diretto da Brian Presley,Films,entity
Q101245020,"Fiori, Fiori, Fiori",2020 Italian short film,"Fiori, fiori, fiori!",cortometraggio italiano del 2020,Films,entity
Q101245060,The Tramp and the Mattress Makers,1906 film directed by Georges Méliès,La Cardeuse de matelas,film cortometraggio del 1906 diretto da Georges Méliès,Films,entity
Q101245070,The Bewitched Trunk,1904 film directed by Georges Méliès,Le Coffre enchanté,film cortometraggio del 1904 diretto da Georges Méliès,Films,entity
Q101245145,The Ballet-Master's Dream,1903 film directed by Georges Méliès,Le Rêve du maître de ballet,film cortometraggio del 1903 diretto da Georges Méliès,Films,entity
Q101245229,The Terrible Turkish Executioner,1904 film directed by Georges Méliès,Le Bourreau turc,film cortometraggio del 1904 diretto da Georges Méliès,Films,entity
Q101245294,The Cleansing Hour,2020 film directed by Damien LeVeck,The Cleansing Hour,film statunitense del 2019 diretto da Damien LeVeck,Films,entity
Q101245321,Ainbo: Spirit of the Amazon,2021 film directed by Richard Claus and Jose Zelada,Ainbo - Spirito dell'Amazzonia,film del 2021 diretto da Richard Claus e Jose Zelada,Films,entity
Q101440388,Moonfall,2022 film directed by Roland Emmerich,Moonfall,film del 2022 diretto da Roland Emmerich,Films,entity
Q101472447,Mosul,2020 film directed by Matthew Michael Carnahan,Mosul,film del 2019 diretto da Matthew Michael Carnahan,Films,entity
Q101537484,Principessina,1943 film,Principessina,film del 1943 diretto da Tullo Gramantieri,Films,entity
Q101583907,Mary and Joseph: A Story of Faith,1979 film,Maria e Giuseppe - Una storia d'amore,film TV del 1979 diretto da Eric Till,Films,entity
Q1016369,Burke & Hare,2010 film directed by John Landis,Ladri di cadaveri - Burke & Hare,film del 2010 diretto da John Landis,Films,entity
Q1016657,Burma VJ,2008 Danish documentary film directed by Anders Østergaard,Burma Vj - Cronache da un paese blindato,film del 2008 diretto da Anders Østergaard,Films,entity
Q101666960,The Guilty,2021 film directed by Antoine Fuqua,The Guilty,film del 2021 diretto da Antoine Fuqua,Films,entity
Q1016790,Burning Bright,2010 film directed by Carlos Brooks,Burning Bright,film del 2010 diretto da Carlos Brooks,Films,entity
Q1017254,Buscando a Miguel,2007 film by Juan Fischer,Buscando a Miguel,film del 2007 diretto da Juan Fisher,Films,entity
Q1017834,Busy Little Bears,1939 short film,Busy Little Bears,film del 1939 diretto da John A. Haeseler,Films,entity
Q1018042,Butter,2011 film by Jim Field Smith,Butter,film del 2011 diretto da Jim Field Smith,Films,entity
Q1018100,Butterfly Kiss,1995 film by Michael Winterbottom,Butterfly Kiss - Il bacio della farfalla,film del 1994 diretto da Michael Winterbottom,Films,entity
Q1018109,The Butterfly Effect 3: Revelations,2009 film directed by Seth Grossman,The Butterfly Effect 3: Revelations,film del 2009 diretto da Seth Grossman,Films,entity
Q1018435,Bwana Devil,1952 film by Arch Oboler,Buana Devil,film del 1952 diretto da Arch Oboler,Films,entity
Q1018477,Bye bye Berlusconi!,2005 film by Jan Henrik Stahlberg,Bye Bye Berlusconi!,film del 2005 diretto da Jan Henrik Stahlberg,Films,entity
Q1018481,Bye Bye Love,1995 film by Sam Weisman,Mariti imperfetti,film del 1995 diretto da Sam Weisman,Films,entity
Q1018487,Bye Bye Birdie,1963 film by George Sidney,"Ciao, ciao Birdie",film del 1963 diretto da George Sidney,Films,entity
Q101869386,Transplant of a Brain,1970 film by Juan Logar,Crystalbrain - L'uomo dal cervello di cristallo,film del 1970 diretto da Juan Logar,Films,entity
Q101869400,Ferro,2020 documentary film,Ferro,film del 2020 diretto da Beppe Tufarulo,Films,entity
Q1018998,Taming of the Fire,1972 Soviet film by Daniil Khrabrovitsky,Domare il fuoco,film del 1972 diretto da Daniil Khrabrovitsky,Films,entity
Q102036245,Licorice Pizza,2021 film directed by Paul Thomas Anderson,Licorice Pizza,film del 2021 diretto da Paul Thomas Anderson,Films,entity
Q102036255,Vacation Friends,2021 film directed by Clay Tarver,Gli amici delle vacanze,film del 2021 diretto da Clay Tarver,Films,entity
Q102036276,Sneakerella,2022 film directed by Elizabeth Allen Rosenbaum,Sneakerella,film del 2022 diretto da Elizabeth Allen Rosenbaum,Films,entity
Q102036279,If Anything Happens I Love You,American animated short film,"Se succede qualcosa, vi voglio bene",cortometraggio d'animazione del 2020 diretto da Will McCormack e Michael Govier,Films,entity
Q102036294,Arlo the Alligator Boy,2021 film directed by Ryan Crego,Arlo il giovane alligatore,film di animazione del 2021 diretto da Ryan Crego,Films,entity
Q102039464,The Divide,2021 film directed by Catherine Corsini,"Parigi, tutto in una notte",film del 2021 diretto da Catherine Corsini,Films,entity
Q102046208,Home Sweet Home Alone,2021 film directed by Dan Mazer,"Home Sweet Home Alone - Mamma, ho perso l'aereo",film del 2021 diretto da Dan Mazer,Films,entity
Q102047812,Velociraptor,2014 Mexican film,Velociraptor,film del 2014 diretto da Chucho E. Quintero,Films,entity
Q102047818,Guests in a Villa,2020 Italian film,Villetta con ospiti,Film del 2020 diretto da Ivano De Matteo,Films,entity
Q102050021,The Lego Star Wars Holiday Special,2020 animated short film,LEGO Star Wars Holiday Special,mediometraggio LEGO del 2020 diretto da Ken Cunningham,Films,entity
Q1020603,Stage Door,1937 film by Gregory La Cava,Palcoscenico,film del 1937 diretto da Gregory La Cava,Films,entity
Q102076397,The Mad Woman's Ball,2021 film by Mélanie Laurent,Il ballo delle pazze,film del 2021 diretto da Mélanie Laurent,Films,entity
Q102103505,Two Autumns in Paris,2020 film directed by Gibelys Coronado,Due autunni a Parigi,film 2020,Films,entity
Q102118154,Oslo,2021 film directed by Bartlett Sher,Oslo,film televisivo del 2021,Films,entity
Q102124437,The Salt in Our Waters,2020 Film by Rezwan Shahriar Sumit,The Salt in Our Waters,film del 2020,Films,entity
Q102125292,K - The Unknown,1924 film directed by Harry A. Pollard,K - The Unknown,film del 1924 diretto da Harry A. Pollard,Films,entity
Q1021571,The Stoning of Soraya M.,2008 film by Cyrus Nowrasteh,The Stoning of Soraya M.,film del 2008 diretto da Cyrus Nowrasteh,Films,entity
Q1021587,Bürgschaft für ein Jahr,1981 German drama film,Deposito per un anno,film del 1981 diretto da Herrmann Zschoche,Films,entity
Q102180106,Deadpool & Wolverine,2024 Marvel Studios film by Shawn Levy,Deadpool & Wolverine,film del 2024 diretto da Shawn Levy,Films,entity
Q102185100,Evil Eye,2020 film directed by Elan Dassani and Rajeev Dassani,L'occhio del male,film del 2020 diretto da Elan Dassani e Rajeev Dassani,Films,entity
Q1021970,The Longest Nite,"1998 film by Johnnie To, Patrick Yau",The Longest Nite,film del 1998 diretto da Patrick Yau,Films,entity
Q1021977,Naked Killer,1992 film by Clarence Fok,Chiluo gaoyang,film del 1992 diretto da Clarence Fok Yiu-leung,Films,entity
Q102219145,The People Upstairs,2020 film directed by Cesc Gay,Sentimental,"film del 2020, diretto da Cesc Gay",Films,entity
Q102225,Harry Potter and the Goblet of Fire,2005 film directed by Mike Newell,Harry Potter e il calice di fuoco,film del 2005 diretto da Mike Newell,Films,entity
Q102225439,Tango Bar,2024 film directed by Gibelys Coronado,Tango Bar,Film Venezuelano del 2024,Films,entity
Q102228542,Memories of a Teenager,2020 Argentine film,Yo adolescente,film argentino del 2019 diretto da Lucas Santa Ana,Films,entity
Q102235,Harry Potter and the Order of the Phoenix,2007 film directed by David Yates,Harry Potter e l'Ordine della Fenice,film del 2007 diretto da David Yates,Films,entity
Q1022352,C.H.U.D.,1984 film directed by Douglas Cheek,C.H.U.D.,film del 1984 diretto da Douglas Cheek,Films,entity
Q1022373,"Mother, Jugs & Speed",1976 film by Peter Yates,Codice 3: emergenza assoluta,film del 1976 diretto da Peter Yates,Films,entity
Q1022379,C.R.A.Z.Y.,2005 film directed by Jean-Marc Vallée,C.R.A.Z.Y.,film del 2005 diretto da Jean-Marc Vallée,Films,entity
Q1022401,The Super,1991 American comedy film directed by Rod Daniel,Il padrone di casa,film del 1991 diretto da Rod Daniel,Films,entity
Q102244,Harry Potter and the Chamber of Secrets,2002 film directed by Chris Columbus,Harry Potter e la camera dei segreti,film del 2002 diretto da Chris Columbus,Films,entity
Q102245056,Last Harem,1981 film directed by Sergio Garrone,L'ultimo harem,film del 1981 diretto da Sergio Garrone,Films,entity
Q102315818,The Royal Game,2021 film directed by Philipp Stölzl,Il re degli scacchi,film del 2021 diretto da Philipp Stölzl,Films,entity
Q102345779,An Uncertain Border,2019 film by Isabella Sandri,Un confine incerto,film del 2019 diretto da Isabella Sandri,Films,entity
Q102350774,Uscio e bottega,2014 film by Marco Daffra,Uscio e bottega,film del 2014 diretto da Marco Daffra,Films,entity
Q102395353,Midnight at the Magnolia,2020 film directed by Max McGuire,Mezzanotte al Magnolia,film del 2020 diretto da Max McGuire,Films,entity
Q102410713,Gaza mon amour,2020 film by Tarzan Nasser und Arab Nasser,Gaza mon amour,film del 2020 diretto da Tarzan e Arab Nasser,Films,entity
Q102411430,The Beast,2020 film directed by Ludovico Di Martino,La belva,film del 2020 diretto da Ludovico Di Martino,Films,entity
Q102417547,An Evening with Il Divo: Live in Barcelona,2009 video album by Il Divo,An Evening with Il Divo - Live in Barcelona,album video de Il Divo del 2009,Films,entity
Q102438,Harry Potter and the Philosopher's Stone,2001 film directed by Chris Columbus,Harry Potter e la pietra filosofale,film del 2001 diretto da Chris Columbus,Films,entity
Q102448,Harry Potter and the Prisoner of Azkaban,2004 film directed by Alfonso Cuarón,Harry Potter e il prigioniero di Azkaban,film del 2004 diretto da Alfonso Cuarón,Films,entity
Q1024660,Cash,2008 film by Éric Besnard,Cash - Fate il vostro gioco,film del 2008 diretto da Éric Besnard,Films,entity
Q1024664,Cash,2010 film directed by Stephen Milburn Anderson,Cash Game - Paga o muori,film del 2010 diretto da Stephen Milburn Anderson,Films,entity
Q1024694,Nightbreed,1990 film directed by Clive Barker,Cabal,film del 1990 diretto da Clive Barker,Films,entity
Q1024838,Cabin Fever,2002 film directed by Eli Roth,Cabin Fever,film del 2002 diretto da Eli Roth,Films,entity
Q1024839,Cabin in the Sky,"1943 American musical film with an all-Black cast, directed by Vincente Minnelli",Due cuori in cielo,film del 1943 diretto da Vincente Minnelli e Busby Berkeley,Films,entity
Q1024861,Cabiria,1914 film by Giovanni Pastrone,Cabiria,film del 1914 diretto da Giovanni Pastrone,Films,entity
Q1024937,Kaos,1984 film directed by Paolo Taviani and Vittorio Taviani,Kaos,film del 1984 diretto da Paolo Taviani e Vittorio Taviani,Films,entity
Q102509510,The Harder They Fall,2021 film directed by Jeymes Samuel,The Harder They Fall,film del 2021 diretto da Jeymes Samuel,Films,entity
Q1025096,Caddyshack II,1988 film directed by Allan Arkush,Due palle in buca,film del 1988 diretto da Allan Arkush,Films,entity
Q1025198,Cadillac Man,1990 film by Roger Donaldson,Cadillac Man - Mister occasionissima,film del 1990 diretto da Roger Donaldson,Films,entity
Q1025603,Café Flesh,1982 film by Stephen Sayadian,Cafè Flesh,film del 1982 diretto da Stephen Sayadian,Films,entity
Q1025973,Cairo Time,2009 film by Ruba Nadda,Cairo Time,film del 2009 diretto da Ruba Nadda,Films,entity
Q10260389,Copacabana Fools Me,1968 film by Antonio Carlos da Fontoura,Copacabana Me Engana,film del 1968 diretto da Antonio Carlos da Fontoura,Films,entity
Q1026346,Meet Me at the Fair,1953 film by Douglas Sirk,Incontriamoci alla fiera,film del 1953 diretto da Douglas Sirk,Films,entity
Q1026370,Yankee Buccaneer,1952 American film by Frederick de Cordova,Il pirata yankee,film del 1952 diretto da Frederick De Cordova,Films,entity
Q1026372,"Taza, Son of Cochise",1954 film by Douglas Sirk,Il figlio di Kociss,film del 1954 diretto da Douglas Sirk,Films,entity
Q10263747,Daisy Diamond,2007 film by Simon Staho,Daisy Diamond,film del 2007 diretto da Simon Staho,Films,entity
Q10263872,Dancing Sweeties,1930 film by Ray Enright,Dancing Sweeties,film del 1930 diretto da Ray Enright,Films,entity
Q1026449,Son of Ali Baba,1952 film by Kurt Neumann,Il figlio di Alì Babà,film del 1952 diretto da Kurt Neumann,Films,entity
Q1026470,Beverly Hills Chihuahua 3: Viva la Fiesta!,2012 film directed by Lev L. Spiro,Beverly Hills Chihuahua 3: Viva La Fiesta!,film del 2012 diretto da Lev L. Spiro,Films,entity
Q1026484,The Cimarron Kid,1952 film by Budd Boetticher,L'ultimo fuorilegge,film del 1952 diretto da Budd Boetticher,Films,entity
Q10265539,Desenrola,2011 film by Rosane Svartman,Desenrola,film del 2011 diretto da Rosane Svartman,Films,entity
Q10265552,Desert Passage,1952 film by Lesley Selander,Desert Passage,film del 1952 diretto da Lesley Selander,Films,entity
Q1026615,The Battle at Apache Pass,1952 film by George Sherman,"Kociss, l'eroe indiano",film del 1952 diretto da George Sherman,Films,entity
Q10266301,Lights of Old Santa Fe,1944 film by Frank McDonald,Lights of Old Santa Fe,film del 1944,Films,entity
Q1026647,The Baytown Outlaws,2012 film by Barry Battles,The Baytown Outlaws,film del 2012 diretto da Barry Battles,Films,entity
Q1026650,Red Ball Express,1952 World War II film directed by Budd Boetticher,L'autocolonna rossa,film del 1952 diretto da Budd Boetticher,Films,entity
Q11895763,music composing,action or process of creating or writing of music; art of creating music,composizione,processo di concessione di un'opera d'arte formata da alterazioni fra note musicali,Music,concept
Q1003361,antichess,chess variant whose goal is to lose pieces,Vinciperdi,variante degli scacchi,Sports,entity
Q1004599,Professional eater,card game,Verju ne verju,gioco di carte,Sports,entity
Q1010167,Buraco,card game,Burraco,gioco di carte,Sports,entity
Q1022923,Gimnasia y Esgrima de Jujuy,"Argentine sports club based in San Salvador de Jujuy, Jujuy Province",Club Atlético Gimnasia y Esgrima,squadra di calcio argentina,Sports,entity
Q1035867,Sette e Mezzo,jarito,Sette e mezzo,gioco di carte,Sports,entity
Q1044949,Carrera Panamericana,sports car race held in Mexico,Carrera Panamericana,competizione automobilistica di durata,Sports,entity
Q1050059,skimboarding,water sport,skimboarding,sport acquatici,Sports,entity
Q105319938,2021 Women's Six Nations Championship,women's rugby union competition,Sei Nazioni 2021,20ª edizione del Sei Nazioni femminile e 26ª assoluta del Championship,Sports,entity
Q1053221,2004–05 Celtic League,rugby competition,Celtic League 2004-05,4ª edizione della Celtic League,Sports,entity
Q1053900,Central League,Nippon Professional Baseball league,Central League,Lega professionistica di baseball di Nippon,Sports,entity
Q105439616,2021 Belgian Grand Prix,Formula One motor race,Gran Premio del Belgio 2021,gran premio automobilistico di F1,Sports,entity
Q105479355,"2021 Giro d'Italia, stage 13",stage of the Giro d'Italia,13atappa del Giro d’Italia 2021,tappa del Giro d’Italia,Sports,entity
Q1056309,Pokémon Trading Card Game,1996 collectible card game based on Pokémon,Pokémon Trading Card Game,gioco di carte collezionabili,Sports,entity
Q105758284,2021 Emilia Romagna Grand Prix,Formula One motor race,Gran Premio dell'Emilia-Romagna 2021,secondo Gran Premio del campionato mondiale di Formula 1 2021,Sports,entity
Q106317355,2021 Azerbaijan Grand Prix,Formula One motor race,Gran Premio d'Azerbaigian 2021,sesto Gran Premio del campionato mondiale di Formula 1 2021,Sports,entity
Q1064959,Beer pong,Drinking game involving ping pong balls,beer pong,gioco di bevute,Sports,entity
Q106548888,European Super League,proposed annual football club competition,European Super League,progetto di lega calcistica europea (2021),Sports,entity
Q106616468,2021–22 European Rugby Champions Cup,27th rugby union clubs’ European cup,Champions Cup 2021-22,27ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q106837822,2021 Styrian Grand Prix,Formula One motor race,Gran Premio di Stiria 2021,ottavo Gran Premio del campionato mondiale di Formula 1 2021,Sports,entity
Q1077653,Napoleon,straightforward trick-taking game,Napoleone,gioco di carte,Sports,entity
Q1088157,Chrono des Nations,French cycling competitions against the clock,Chrono des Nations - Les Herbiers Vendée,corsa a cronometro di ciclismo su strada maschile,Sports,entity
Q108841301,2022–23 European Rugby Champions Cup,Rugby union competition,Champions Cup 2022-23,28ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1089267,Ravnica: City of Guilds,Magic: The Gathering expansion set,Ravnica: Città delle Gilde,set di espansione per Magic: l'Adunanza,Sports,entity
Q109058280,Super Rugby Aupiki,women's rugby union competition in NZ,Super Rugby Aupiki,competizione neozelandese di rugby a 15 femminile,Sports,entity
Q1092612,Lega Nazionale Professionisti,"commonly known as Lega Calcio (Football League), was the governing body that ran the two highest football divisions in Italy, namely Serie A and Serie B, from 1946 to 2010",Lega Nazionale Professionisti,fu l'organismo associativo che gestì i più importanti tornei professionistici del calcio italiano di club nel secondo dopoguerra fino al 2010,Sports,entity
Q1092765,circe chess,chess variant in which captured pieces are reborn on their starting positions,scacchi circe,variante degli scacchi,Sports,entity
Q1100408,2008–09 Heineken Cup,14th season of European rugby union clubs’ top-tier competition,Heineken Cup 2008-09,14ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q110154934,2022 Women's Six Nations Championship,women's Rugby Union competition held in 2022,Sei Nazioni 2022,21ª edizione del Sei Nazioni femminile e 27ª assoluta del Championship,Sports,entity
Q1107109,Weiß Schwarz,Japanese collectible card game,Weiß Schwarz,videogioco,Sports,entity
Q11082926,Gin rummy,card game,Gin rummy,gioco di carte,Sports,entity
Q111318277,2022 Emilia Romagna Grand Prix,Formula One motor race,Gran Premio dell'Emilia-Romagna 2022,quarta prova della stagione 2022 del campionato mondiale di Formula 1,Sports,entity
Q111333132,2022 Canadian Grand Prix,Formula One motor race,Gran Premio del Canada 2022,Gran Premio di F1 2022,Sports,entity
Q111333424,2022 Abu Dhabi Grand Prix,Formula One motor race,Gran Premio di Abu Dhabi 2022,Gran Premio del Campionato 2022 di Formula 1,Sports,entity
Q1117561,Unglued,Magic: The Gathering humoristic expansion set,Unglued,set di espansione per Magic: l'Adunanza,Sports,entity
Q111936350,Pacific Four Series,International women's rugby union competition,Pacific Four Series,torneo internazionale di rugby a 15 femminile,Sports,entity
Q1124610,Planeshift,Magic: The Gathering expansion set,Congiunzione,set di espansione per Magic: l'Adunanza,Sports,entity
Q1128216,wheelchair basketball,basketball played by people in wheelchairs,pallacanestro in carrozzina,sport paralimpico,Sports,entity
Q1128406,correspondence chess,slow chess played via paper postal system (one game taking weeks then) or e-mail,scacchi per corrispondenza,gioco degli scacchi tramite sistema postale o posta elettronica,Sports,entity
Q1129250,A Game of Thrones,collectible card game,Il Trono di Spade,gioco di carte,Sports,entity
Q1134144,cornhole,lawn game in which players take turns throwing bags of corn (or bean bags),cornhole,gioco di squadra,Sports,entity
Q113827586,2023 Women's Six Nations Championship,28th women's rugby union championship of the northern emisphere,Sei Nazioni 2023,21ª edizione del Sei Nazioni femminile e 28ª assoluta del Championship,Sports,entity
Q1139885,Cribbage,card game,Cribbage,gioco di carte,Sports,entity
Q1141039,Guildpact,Magic: The Gathering expansion set,Patto delle Gilde,set di espansione per Magic: l'Adunanza,Sports,entity
Q1142995,Super League,professional rugby league,Super League,competizione di rugby a 13 per club,Sports,entity
Q1145946,Arabian Nights,Magic: The Gathering expansion set,Arabian Nights,set di espansione per Magic: l'Adunanza,Sports,entity
Q114672261,Serie A,2nd tier of the Italian women's rugby union Championship,Serie A,campionato italiano di rugby a 15 femminile di seconda divisione,Sports,entity
Q115028979,Super Rugby Americas,Rugby union club competition in South America,Super Rugby Americas,lega rugbistica professionistica sudamericana,Sports,entity
Q1153025,wheelchair tennis,sport of tennis adapted for participants in wheelchairs,tennis in carrozzina,sport paralimpico,Sports,entity
Q115473369,2023 Bahrain Grand Prix,Formula One motor race,Gran Premio del Bahrein 2023,prima prova del campionato mondiale di Formula 1 2023,Sports,entity
Q115473493,2023 Saudi Arabian Grand Prix,Formula One motor race,Gran Premio d'Arabia Saudita 2023,seconda prova del campionato mondiale di Formula 1 2023,Sports,entity
Q115479187,2023 Australian Grand Prix,Formula One motor race,Gran Premio d'Australia 2023,terzo Gran Premio del campionato mondiale di Formula 1 2023,Sports,entity
Q115479287,2023 Azerbaijan Grand Prix,Formula One motor race,Gran Premio d'Azerbaigian 2023,quarto Gran Premio del campionato mondiale di Formula 1 2023,Sports,entity
Q115479570,2023 Miami Grand Prix,Formula One motor race,Gran Premio di Miami 2023,quinto Gran Premio del campionato mondiale di Formula 1 2023,Sports,entity
Q115479656,2023 Emilia Romagna Grand Prix,Formula One motor race,Gran Premio dell'Emilia-Romagna 2023,Gran Premio di Formula 1,Sports,entity
Q115479862,2023 British Grand Prix,Formula One motor race,Gran Premio di Gran Bretagna 2023,decima prova della stagione 2023 del campionato mondiale di Formula 1,Sports,entity
Q115480468,2023 United States Grand Prix,Formula One motor race,Gran Premio degli Stati Uniti d'America 2023,diciottesima prova del campionato mondiale di Formula 1 2023,Sports,entity
Q115480496,2023 Mexico City Grand Prix,19th round of 2023 Formula One World Championship,Gran Premio di Città del Messico 2023,diciannovesimo Gran Premio del Campionato mondiale di Formula 1 2023,Sports,entity
Q115480543,2023 São Paulo Grand Prix,20th race of the 2023 Formula One World Championship,Gran Premio di San Paolo 2023,ventesimo Gran Premio del Campionato Mondiale di Formula 1 2023,Sports,entity
Q115495949,2024 Bahrain Grand Prix,first round of the 2024 Formula One World Championship,Gran Premio del Bahrein 2024,prima prova del campionato mondiale di Formula 1 2024,Sports,entity
Q11591196,Zendōkai,"mixed martial arts based on full-contact karate that allows the use of throws, choke hold, grappling, and striking techniques (including facial punching), founded by Takashi Ozawa, who left Daido Juku Kudo",Zendokai,"arti marziali miste basate sul karate a pieno contatto che consente l'uso di tecniche di lancio, soffocamento, prese e colpi (compresi i pugni facciali), fondate da Takashi Ozawa, che ha lasciato Daido Juku Kudo",Sports,entity
Q115938069,WXV,Women's rugby union competition for national teams,WXV,competizione internazionale di rugby a 15 femminile,Sports,entity
Q1161896,bughouse chess,chess variant played on two chessboards by four players in teams of two,quadriglia,variante degli scacchi,Sports,entity
Q1163715,Major League Baseball,North American professional baseball league,Major League Baseball,serie maggiore della lega professionistica di baseball nordamericana,Sports,entity
Q117168608,2024 Austrian Grand Prix,11th round of the 2024 Formula One World Championship,Gran Premio d'Austria 2024,11ª prova del campionato mondiale di Formula 1,Sports,entity
Q117344940,judo at the 2024 Summer Paralympics,judo competition,judo ai XVII Giochi paralimpici estivi,competizione sportiva del 2024,Sports,entity
Q11752474,La Sgambeda,"annual cross-country skiing competition in Livigno, Italy",La Sgambeda,gara annuale granfondo di sci di fondo in Livigno,Sports,entity
Q1188003,Cardfight!! Vanguard,Japanese collectible card game,Cardfight!! Vanguard,media franchise ideato da Akira Itō e Satoshi Nakamura,Sports,entity
Q119056081,2024 Billie Jean King Cup,2024 edition of the Billie Jean King Cup tennis competition,Billie Jean King Cup 2024,61ª edizione della competizione tennistica per squadre nazionali femminili,Sports,entity
Q119359555,2023-24 United Rugby Championship,International rugby union competition,United Rugby Championship 2023-2024,3ª edizione dell’United Rugby Championship e 23ª del campionato Celtic Rugby,Sports,entity
Q119360159,2023–24 European Rugby Champions Cup,rugby union competition,Champions Cup 2023-24,29ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1196161,Immelmann turn,aerial maneuver,Virata di Immelmann,manovra aerea,Sports,entity
Q120434141,2023 6 Hours of Monza,endurance sports car racing event in Italy,6 Ore di Monza 2023,competizione automobilistica,Sports,entity
Q120664402,Disney Lorcana,collectible card game,Disney Lorcana,gioco di carte collezionabili,Sports,entity
Q12115698,bullseye shooting,shooting sport,tiro a segno,disciplina sportiva del tiro,Sports,entity
Q1215884,National Football League,professional American football league,National Football League,campionato statunitense di football americano,Sports,entity
Q1215892,National Hockey League,North American professional ice hockey league,National Hockey League,lega professionistica di hockey su ghiaccio maschile di Stati Uniti e Canada (1917),Sports,entity
Q1227670,Direttissima,term in alpine climbing,direttissima,via più breve per risalire una montagna,Sports,entity
Q1235626,Ombre,card game,Ombre,gioco di carte,Sports,entity
Q124119296,2024 Women's Six Nations Championship,women's rugby union competition,Sei Nazioni 2024,22ª edizione del Sei Nazioni femminile e 29ª assoluta del Championship,Sports,entity
Q1254757,Gilli-danda,"children's game; amateur sport, originating from the Indian subcontinent",lippa,gioco per bambini originario dell'India,Sports,entity
Q1256376,Milano City Marathon,marathon,Milano Marathon,gara podistica sulla distanza della maratona che si svolge annualmente a Milano,Sports,entity
Q1256481,King,card game,king,gioco di carte,Sports,entity
Q1257158,2007 Three Days of De Panne,cycling race,Driedaagse De Panne - Koksijde 2007,trentunesima edizione della corsa ciclistica,Sports,entity
Q126003679,2024–25 European Rugby Champions Cup,rugby union competition,Champions Cup 2024-25,30ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q127040080,2024–25 United Rugby Championship,Rugby competition,URC 2024-25,4ª edizione dell’United Rugby Championship e 24ª del campionato Celtic Rugby,Sports,entity
Q12880212,throwing the stone,Italian sport of throwing a stone weighing 6.3 kg,getto della pietra,specialità di atletica leggera non più praticata in competizioni ufficiali,Sports,entity
Q1311792,Eindhoven Team Time Trial,defunct cycling race,Eindhoven Team Time Trial,corsa a cronometro a squadre di ciclismo su strada maschile,Sports,entity
Q131359,professional wrestling,"martial arts events with professional athletes who are allowed the use of throws, jumps, grappling, and striking techniques",wrestling,"manifestazioni di arti marziali con atleti professionisti che consentono l'uso di tecniche di lancio, salto, lotta e colpi",Sports,entity
Q131375,shogi,Japanese strategy board game,shōgi,gioco da tavolo,Sports,entity
Q131471,darts,throwing game,freccette,Gioco competitivo che consiste nel centrare un bersaglio con apposite piccole frecce lanciate a mano.,Sports,entity
Q131807669,2025 Women’s Six Nations Championship,women's rugby union competition,Sei Nazioni 2025,23ª edizione del Sei Nazioni femminile e 30ª assoluta del Championship,Sports,entity
Q1328529,Sevens,card game,Domino a carte,gioco di carte derivato dal domino,Sports,entity
Q1338800,Ironman Triathlon,series of long-distance triathlon races,Ironman,sport,Sports,entity
Q13416854,2013–14 Heineken Cup,19th season of European rugby union clubs’ top-tier competition,Heineken Cup 2013-14,19ª Coppa d’Europa di rugby a 15 per club,Sports,entity
Q1345442,Fastnet Race,recurring sport event,Fastnet race,evento sportivo ricorrente,Sports,entity
